8:00:00, , , 
8:01:00, , , 
8:02:00, , , 
8:03:00, , , 
8:04:00, , , 
8:05:00, , , 
8:06:00, , , 
8:07:00, , , 
8:08:00, , , 
8:09:00, , , 
8:10:00, , , 
8:11:00, , , 
8:12:00, , , 
8:13:00, , , 
8:14:00, , , 
8:15:00, , , 
8:16:00, , , 
8:17:00, , , 
8:18:00, , , 
8:19:00, , , 
8:20:00, , , 
8:21:00, , , 
8:22:00, , , 
8:23:00, , , 
8:24:00, , , 
8:25:00, , , 
8:26:00, , , 
8:27:00, , , 
8:28:00, , , 
8:29:00, , , 
8:30:00, , , 
8:31:00, , , 
8:32:00, , , 
8:33:00, , , 
8:34:00, , , 
8:35:00, , , 
8:36:00, , , 
8:37:00, , , 
8:38:00, , , 
8:39:00, , , 
8:40:00, , , 
8:41:00, , , 
8:42:00, , , 
8:43:00, , , 
8:44:00, , , 
8:45:00, , , 
8:46:00, , , 1
8:47:00, , , 1
8:48:00, , , 1
8:49:00, , , 3
8:50:00, , , 3
8:51:00, , , 3
8:52:00, , , 4
8:53:00, , 2, 4
8:54:00, , 2, 4
8:55:00, , 2, 4
8:56:00, , 4, 5
8:57:00, , 4, 5
8:58:00, , 4, 6
8:59:00, , 5, 6
9:00:00, , 5, 6
9:01:00, , 5, 6
9:02:00, , 5, 6
9:03:00, , 5, 7
9:04:00, , 5, 8
9:05:00, , 5, 8
9:06:00, , 5, 8
9:07:00, , 5, 10
9:08:00, , 5, 10
9:09:00, , 5, 10
9:10:00, , 4, 11
9:11:00, , 4, 11
9:12:00, , 4, 11
9:13:00, , 4, 11
9:14:00, , 5, 11
9:15:00, , 5, 11
9:16:00, , 5, 11
9:17:00, , 4, 11
9:18:00, , 4, 11
9:19:00, , 3, 9
9:20:00, , 3, 9
9:21:00, , 3, 9
9:22:00, , 4, 8
9:23:00, , 4, 7
9:24:00, , 4, 7
9:25:00, , 4, 7
9:26:00, , 3, 8
9:27:00, , 4, 8
9:28:00, , 3, 8
9:29:00, , 3, 8
9:30:00, , 5, 9
9:31:00, , 5, 9
9:32:00, , 5, 10
9:33:00, , 5, 10
9:34:00, , 5, 9
9:35:00, , 5, 10
9:36:00, , 6, 9
9:37:00, , 6, 9
9:38:00, , 6, 15
9:39:00, , 5, 16
9:40:00, , 9, 17
9:41:00, , 9, 17
9:42:00, , 11, 18
9:43:00, , 12, 17
9:44:00, , 12, 17
9:45:00, , 13, 17
9:46:00, , 13, 18
9:47:00, , 15, 18
9:48:00, , 15, 18
9:49:00, , 14, 17
9:50:00, , 13, 17
9:51:00, , 16, 17
9:52:00, , 16, 17
9:53:00, , 14, 18
9:54:00, , 16, 18
9:55:00, , 16, 21
9:56:00, , 15, 21
9:57:00, , 14, 23
9:58:00, , 14, 24
9:59:00, , 12, 26
10:00:00, , 12, 26
10:01:00, , 12, 12
10:02:00, , 11, 12
10:03:00, , 11, 12
10:04:00, , 10, 12
10:05:00, , 10, 13
10:06:00, , 10, 13
10:07:00, , 12, 13
10:08:00, , 13, 14
10:09:00, , 13, 15
10:10:00, , 12, 15
10:11:00, , 12, 15
10:12:00, , 12, 21
10:13:00, , 13, 21
10:14:00, , 16, 21
10:15:00, , 15, 21
10:16:00, , 15, 19
10:17:00, , 15, 17
10:18:00, , 16, 18
10:19:00, , 16, 18
10:20:00, , 16, 18
10:21:00, , 16, 19
10:22:00, , 13, 19
10:23:00, , 15, 26
10:24:00, , 18, 23
10:25:00, , 18, 23
10:26:00, , 18, 26
10:27:00, , 18, 24
10:28:00, , 19, 24
10:29:00, , 17, 23
10:30:00, , 17, 26
10:31:00, , 17, 26
10:32:00, , 17, 24
10:33:00, , 14, 24
10:34:00, , 13, 24
10:35:00, , 11, 22
10:36:00, , 11, 22
10:37:00, , 11, 22
10:38:00, , 13, 25
10:39:00, , 10, 26
10:40:00, , 10, 26
10:41:00, , 11, 25
10:42:00, , 11, 24
10:43:00, , 12, 23
10:44:00, , 12, 25
10:45:00, , 12, 25
10:46:00, , 12, 26
10:47:00, , 13, 27
10:48:00, , 12, 26
10:49:00, , 13, 27
10:50:00, , 13, 28
10:51:00, , 13, 27
10:52:00, , 14, 27
10:53:00, , 16, 26
10:54:00, , 14, 21
10:55:00, , 14, 17
10:56:00, , 14, 19
10:57:00, , 15, 18
10:58:00, , 15, 18
10:59:00, , 16, 16
11:00:00, , 15, 17
11:01:00, , 15, 17
11:02:00, , 17, 19
11:03:00, , 18, 21
11:04:00, , 19, 21
11:05:00, , 20, 21
11:06:00, , 20, 25
11:07:00, , 18, 26
11:08:00, , 18, 28
11:09:00, , 22, 29
11:10:00, , 21, 25
11:11:00, , 20, 21
11:12:00, , 18, 20
11:13:00, , 19, 20
11:14:00, , 17, 20
11:15:00, , 17, 21
11:16:00, , 18, 21
11:17:00, , 19, 22
11:18:00, , 20, 22
11:19:00, , 20, 23
11:20:00, , 19, 23
11:21:00, , 20, 24
11:22:00, , 20, 27
11:23:00, , 20, 26
11:24:00, , 19, 24
11:25:00, , 18, 23
11:26:00, , 18, 22
11:27:00, , 17, 18
11:28:00, , 16, 19
11:29:00, , 16, 26
11:30:00, , 16, 26
11:31:00, , 16, 26
11:32:00, , 17, 26
11:33:00, , 18, 26
11:34:00, , 19, 26
11:35:00, , 18, 25
11:36:00, , 19, 26
11:37:00, , 20, 25
11:38:00, , 19, 25
11:39:00, , 19, 23
11:40:00, , 21, 25
11:41:00, , 20, 27
11:42:00, , 20, 26
