1, 16776, 18124, 18148
2, 15161, 16217, 16460
3, 16500, 17620, 17797
4, 15664, 16397, 17016
5, 14422, 15528, 16417
6, 14932, 15228, 15872
7, 13755, 15558, 16774
8, 14665.5, 15471, 15756
9, 15027, 16024, 16984.5
10, 15783, 16527.5, 17522
11, 17002.5, 17309.5, 17985
12, 19172.5, 19341.5, 20501.5
